_id,id,action,app_name,asset_type,asset_user_access_id,context_type,contributed,controller,created_at,developer_key_id,extracted_at,http_method,inserted_at,interaction_seconds,links.user,links.context,links.asset,links.real_user,links.account,participated,remote_ip,render_time,session_id,summarized,updated_at,url,user_agent,user_request
66143fb1ef4c63e280c886cb,6a2a033a-2377-415f-b15d-4b1216e1250e,,Canvas for Android,,,Course,false,courses,2024-04-08T11:50:02Z,170000000000044,2024-04-09 02:13:52,,2024-04-08 14:04:08,1.581,96271,64325,,,1,,,0,db7ff8b8-5609-46f9-8abf-a92b3af5606a,,2024-04-08T11:50:02Z,https://utpl.instructure.com/courses/64325,candroid/7.2.0 (260),
66143fb1ef4c63e280c8879f,2dd4724d-3a84-40f3-9493-49a1535661cc,index,Canvas for Android,,,Course,false,tabs,2024-04-08T11:42:25Z,170000000000044,2024-04-09 02:13:52,get,2024-04-08 14:04:08,,96271,64325,,,1,false,186.68.9.63,0.25703,088ffd6a669d9d337e934639fce98541,,2024-04-08T11:42:25Z,https://utpl.instructure.com/api/v1/courses/64325/tabs,candroid/7.2.0 (260),
66143fb1ef4c63e280c887a2,6a6e71ab-c95f-4246-9822-43f985e60b98,show_front_page,Canvas for Android,,226906084,Course,false,wiki_pages_api,2024-04-08T11:42:24Z,170000000000044,2024-04-09 02:13:52,get,2024-04-08 14:04:08,,96271,64325,,,1,false,186.68.9.63,0.979733,af75fb845f8affd2cd6fb8cb826c8cd9,,2024-04-08T11:42:24Z,https://utpl.instructure.com/api/v1/courses/64325/front_page,candroid/7.2.0 (260),
66143fb1ef4c63e280c887a5,21fc7be3-9b49-40a3-9d8f-1f23678a5bf7,,Canvas for Android,,,Course,false,courses,2024-04-08T11:42:22Z,170000000000044,2024-04-09 02:13:52,,2024-04-08 14:04:08,2.721,96271,64325,,,1,,,0,db7ff8b8-5609-46f9-8abf-a92b3af5606a,,2024-04-08T11:42:22Z,https://utpl.instructure.com/courses/64325,candroid/7.2.0 (260),
661440dcef4c63e280ca31ac,dd01b61a-9193-43d1-89c5-4f7218d3e316,,Canvas for Android,,,Course,false,assignments,2024-04-08T10:23:15Z,170000000000044,2024-04-09 01:43:07,,2024-04-08 14:08:45,6.068,38187,64325,,,1,,,0,713a1d1b-8c3b-4a08-99ef-d1e3d6563ea6,,2024-04-08T10:23:15Z,https://utpl.instructure.com/courses/64325/assignments,candroid/7.2.0 (260),
661440dcef4c63e280ca31ad,74cc5963-314e-420d-a584-2105b3a6fc18,index,Canvas for Android,,,Course,false,assignment_groups,2024-04-08T10:23:15Z,170000000000044,2024-04-09 01:43:07,get,2024-04-08 14:08:45,,38187,64325,,,1,false,181.198.42.246,0.618771,33b02470b331830e5969aff5e16bd63a,,2024-04-08T10:23:15Z,https://utpl.instructure.com/api/v1/courses/64325/assignment_groups?include[]=assignments&include[]=discussion_topic&include[]=submission&include[]=rubric_assessment&override_assignment_dates=true&include[]=all_dates&include[]=overrides&include[]=submission_history&include[]=submission_comments&include[]=score_statistics&per_page=100,candroid/7.2.0 (260),
661440dcef4c63e280ca31af,d0581f01-42e8-41f9-9ab2-d37c7289336a,index,Canvas for Android,,,Course,false,assignment_groups,2024-04-08T10:23:15Z,170000000000044,2024-04-09 01:43:07,get,2024-04-08 14:08:45,,38187,64325,,,1,false,181.198.42.246,0.788992,8de686a93925eb95baf334d78562f7ba,,2024-04-08T10:23:15Z,https://utpl.instructure.com/api/v1/courses/64325/assignment_groups?include[]=assignments&include[]=discussion_topic&include[]=submission&include[]=rubric_assessment&override_assignment_dates=true&include[]=all_dates&include[]=overrides&include[]=submission_history&include[]=submission_comments&include[]=score_statistics&per_page=100,candroid/7.2.0 (260),
661440dcef4c63e280ca31b0,47815700-9c7a-4224-85e2-e1c8b8271d89,show,Canvas for Android,,226872892,Course,false,courses,2024-04-08T10:23:14Z,170000000000044,2024-04-09 01:43:07,get,2024-04-08 14:08:45,,38187,64325,,,1,false,181.198.42.246,0.179741,1ab777ddc46df1a0fc31103ea64dae20,,2024-04-08T10:23:14Z,https://utpl.instructure.com/api/v1/courses/64325?include[]=term&include[]=permissions&include[]=license&include[]=is_public&include[]=needs_grading_count&include[]=total_scores&include[]=current_grading_period_scores&include[]=course_image&include[]=settings&include[]=grading_scheme,candroid/7.2.0 (260),
661440dcef4c63e280ca31b1,57f256bb-f42d-4f0e-aea8-33df0be99cfb,,Canvas for Android,,,Course,false,courses,2024-04-08T10:23:13Z,170000000000044,2024-04-09 01:43:07,,2024-04-08 14:08:45,2.514,38187,64325,,,1,,,0,713a1d1b-8c3b-4a08-99ef-d1e3d6563ea6,,2024-04-08T10:23:13Z,https://utpl.instructure.com/courses/64325,candroid/7.2.0 (260),
661440dcef4c63e280ca31b5,de58d606-16a0-4276-b86b-c370710da43d,index,Canvas for Android,,,Course,false,tabs,2024-04-08T10:23:13Z,170000000000044,2024-04-09 01:43:07,get,2024-04-08 14:08:45,,38187,64325,,,1,false,181.198.42.246,0.222772,bc949d9ff5e928ab358a1d9169c0ac13,,2024-04-08T10:23:13Z,https://utpl.instructure.com/api/v1/courses/64325/tabs,candroid/7.2.0 (260),
661440dcef4c63e280ca31ba,67872a13-0bd1-4d3a-b5af-9392826126fa,show_front_page,Canvas for Android,,226872888,Course,false,wiki_pages_api,2024-04-08T10:23:12Z,170000000000044,2024-04-09 01:43:07,get,2024-04-08 14:08:45,,38187,64325,,,1,false,181.198.42.246,0.563446,0cd959e66427e7122c590fc754fa15fa,,2024-04-08T10:23:12Z,https://utpl.instructure.com/api/v1/courses/64325/front_page,candroid/7.2.0 (260),
66144bd3ef4c63e280da66c0,8eb25189-23cb-4aa3-9be7-e40d23b96236,,Canvas for Android,,,Course,false,courses,2024-04-08T05:16:18Z,170000000000044,2024-04-09 03:30:41,,2024-04-08 14:55:23,1.105,110698,64325,,,1,,,0,74e65cf6-535d-4d9f-a294-3b4a1a40f027,,2024-04-08T05:16:18Z,https://utpl.instructure.com/courses/64325,candroid/6.26.1 (255),
66144bd3ef4c63e280da66c9,fb048574-923c-4bc9-ab46-a4cb2ff7a966,,Canvas for Android,,,Course,false,courses,2024-04-08T05:16:15Z,170000000000044,2024-04-09 03:30:41,,2024-04-08 14:55:23,2.148,110698,64325,,,1,,,0,74e65cf6-535d-4d9f-a294-3b4a1a40f027,,2024-04-08T05:16:15Z,https://utpl.instructure.com/courses/64325,candroid/6.26.1 (255),
66144bd3ef4c63e280da66ef,579c0540-d213-4ec7-a72d-988108ea7cbd,index,Canvas for Android,,,Course,false,context_module_items_api,2024-04-08T05:13:21Z,170000000000044,2024-04-09 03:30:41,get,2024-04-08 14:55:23,,110698,64325,,,1,false,157.100.143.15,0.150921,f9704ab2f5bf1ec2cb5da7890f80df71,,2024-04-08T05:13:21Z,https://utpl.instructure.com/api/v1/courses/64325/modules/281236/items?include[]=content_details&include[]=mastery_paths&per_page=100,candroid/6.26.1 (255),
66144bd3ef4c63e280da66f1,1531ae51-15ac-4fce-bbde-e9575beae0b0,item_sequence,Canvas for Android,,,Course,false,context_module_items_api,2024-04-08T05:13:20Z,170000000000044,2024-04-09 03:30:41,get,2024-04-08 14:55:23,,110698,64325,,,1,false,157.100.143.15,0.308966,7cf1f3776aa2c9ec9f1541c2d9f46654,,2024-04-08T05:13:20Z,https://utpl.instructure.com/api/v1/courses/64325/module_item_sequence?asset_type=Page&asset_id=texto-basico&per_page=100,candroid/6.26.1 (255),
66144bd3ef4c63e280da66f2,dd83c67c-8bab-419c-a48c-a91411f10183,enabled_features,Canvas for Android,,,Course,false,feature_flags,2024-04-08T05:13:20Z,170000000000044,2024-04-09 03:30:41,get,2024-04-08 14:55:23,,110698,64325,,,1,false,157.100.143.15,0.39947,a24875f8bd90bc35dc2a8c65c8e4627d,,2024-04-08T05:13:20Z,https://utpl.instructure.com/api/v1/courses/64325/features/enabled,candroid/6.26.1 (255),
66144bd3ef4c63e280da66f9,25e0ae5c-4450-4085-ba26-9971cc69a093,show,Canvas for Android,,226820839,Course,false,courses,2024-04-08T05:13:20Z,170000000000044,2024-04-09 03:30:41,get,2024-04-08 14:55:23,,110698,64325,,,1,false,157.100.143.15,0.151858,d4d9c21a0f19998c169c989abbb17ed3,,2024-04-08T05:13:20Z,https://utpl.instructure.com/api/v1/courses/64325?include[]=term&include[]=permissions&include[]=license&include[]=is_public&include[]=needs_grading_count&include[]=course_image,candroid/6.26.1 (255),
66144bd3ef4c63e280da66fe,d55a2ad6-fb03-4ff2-9485-924819aa0465,show_front_page,Canvas for Android,,226820804,Course,false,wiki_pages_api,2024-04-08T05:13:18Z,170000000000044,2024-04-09 03:30:41,get,2024-04-08 14:55:23,,110698,64325,,,1,false,157.100.143.15,0.365413,ee878482a43ea9ca06e8df8116637c23,,2024-04-08T05:13:18Z,https://utpl.instructure.com/api/v1/courses/64325/front_page,candroid/6.26.1 (255),
66144bd3ef4c63e280da66ff,6e066b66-4991-44b2-a59e-3b5f08d45745,index,Canvas for Android,,,Course,false,tabs,2024-04-08T05:13:17Z,170000000000044,2024-04-09 03:30:41,get,2024-04-08 14:55:23,,110698,64325,,,1,false,157.100.143.15,0.278898,baabd219a2b51acb9a9c9355f52b55c2,,2024-04-08T05:13:17Z,https://utpl.instructure.com/api/v1/courses/64325/tabs,candroid/6.26.1 (255),
66144bd3ef4c63e280da6703,4ed4b383-9670-424b-bd9a-47d3d5a2d410,show_front_page,Canvas for Android,,226820804,Course,false,wiki_pages_api,2024-04-08T05:13:16Z,170000000000044,2024-04-09 03:30:41,get,2024-04-08 14:55:23,,110698,64325,,,1,false,157.100.143.15,0.607706,2abdf1d2d386bcc88d711805a981f1a3,,2024-04-08T05:13:16Z,https://utpl.instructure.com/api/v1/courses/64325/front_page,candroid/6.26.1 (255),
66144d1bef4c63e280dc4872,38b12db1-348e-488e-811f-8a5b36290bce,,Canvas for Android,,,Course,false,syllabus,2024-04-08T10:31:10Z,170000000000044,2024-04-09 02:46:29,,2024-04-08 15:01:26,13.766,75716,64325,,,1,,,0,07b398d5-3601-4fb9-b170-79001c67d678,,2024-04-08T10:31:10Z,https://utpl.instructure.com/courses/64325/assignments/syllabus,candroid/7.2.0 (260),
66144d1bef4c63e280dc4873,763aac83-c1a9-405a-850a-46334bdac30a,show,Canvas for Android,,226874503,Course,false,courses,2024-04-08T10:31:10Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.097687,5de5804d9ed85605b435d5c9b1181150,,2024-04-08T10:31:10Z,https://utpl.instructure.com/api/v1/courses/64325?include[]=syllabus_body&include[]=term&include[]=license&include[]=is_public&include[]=permissions,candroid/7.2.0 (260),
66144d1bef4c63e280dc4874,d44719f8-a9e1-45e1-92af-8e00a35775c6,api_settings,Canvas for Android,,,Course,false,courses,2024-04-08T10:31:10Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.101014,9b8532e6426377110599244ecbbeb4ea,,2024-04-08T10:31:10Z,https://utpl.instructure.com/api/v1/courses/64325/settings,candroid/7.2.0 (260),
66144d1bef4c63e280dc4875,d0f81073-bb50-4975-b666-ca8b023c994d,,Canvas for Android,,,Course,false,grades,2024-04-08T10:30:55Z,170000000000044,2024-04-09 02:46:29,,2024-04-08 15:01:26,12.067,75716,64325,,,1,,,0,07b398d5-3601-4fb9-b170-79001c67d678,,2024-04-08T10:30:55Z,https://utpl.instructure.com/courses/64325/grades,candroid/7.2.0 (260),
66144d1bef4c63e280dc4876,25813c65-5d2d-462c-935f-25543065ee70,index,Canvas for Android,,,Course,false,assignment_groups,2024-04-08T10:30:55Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.706318,543d02e5e2b7ddbd7841a466a6c157c1,,2024-04-08T10:30:55Z,https://utpl.instructure.com/api/v1/courses/64325/assignment_groups?include[]=assignments&include[]=discussion_topic&include[]=submission&include[]=rubric_assessment&override_assignment_dates=true&include[]=all_dates&include[]=overrides&include[]=submission_history&include[]=submission_comments&include[]=score_statistics&per_page=100,candroid/7.2.0 (260),
66144d1bef4c63e280dc4877,6f800385-ff61-45c4-a4c8-da8d8848c687,show,Canvas for Android,,226874503,Course,false,courses,2024-04-08T10:30:55Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.170455,387483abfbe5df46c445849ee1837154,,2024-04-08T10:30:55Z,https://utpl.instructure.com/api/v1/courses/64325?include[]=term&include[]=permissions&include[]=license&include[]=is_public&include[]=needs_grading_count&include[]=total_scores&include[]=current_grading_period_scores&include[]=course_image&include[]=settings&include[]=grading_scheme,candroid/7.2.0 (260),
66144d1bef4c63e280dc4878,cf70b1b4-0dea-4ced-9b55-ff7fe76c8ad4,index,Canvas for Android,,,Course,false,assignment_groups,2024-04-08T10:30:42Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.854054,1c480d816c3fa8f1a8687471977d47d8,,2024-04-08T10:30:42Z,https://utpl.instructure.com/api/v1/courses/64325/assignment_groups?include[]=assignments&include[]=discussion_topic&include[]=submission&include[]=rubric_assessment&override_assignment_dates=true&include[]=all_dates&include[]=overrides&include[]=submission_history&include[]=submission_comments&include[]=score_statistics&per_page=100,candroid/7.2.0 (260),
66144d1bef4c63e280dc4879,9b931fc6-c3c6-49a0-8337-3f13e40baf4d,index,Canvas for Android,,,Course,false,assignment_groups,2024-04-08T10:30:42Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.715578,89fc4e3c72c33df044e3362f34bb867e,,2024-04-08T10:30:42Z,https://utpl.instructure.com/api/v1/courses/64325/assignment_groups?include[]=assignments&include[]=discussion_topic&include[]=submission&include[]=rubric_assessment&override_assignment_dates=true&include[]=all_dates&include[]=overrides&include[]=submission_history&include[]=submission_comments&include[]=score_statistics&per_page=100,candroid/7.2.0 (260),
66144d1bef4c63e280dc487a,3e2ac461-f86b-4de3-928b-1b6402cf27af,,Canvas for Android,,,Course,false,assignments,2024-04-08T10:30:42Z,170000000000044,2024-04-09 02:46:29,,2024-04-08 15:01:26,4.313,75716,64325,,,1,,,0,07b398d5-3601-4fb9-b170-79001c67d678,,2024-04-08T10:30:42Z,https://utpl.instructure.com/courses/64325/assignments,candroid/7.2.0 (260),
66144d1bef4c63e280dc487b,73b6dacf-baeb-45c8-9ed1-53f8258ce643,show,Canvas for Android,,226874503,Course,false,courses,2024-04-08T10:30:41Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.515556,15ad3cb075d266de4091d228b189855c,,2024-04-08T10:30:41Z,https://utpl.instructure.com/api/v1/courses/64325?include[]=term&include[]=permissions&include[]=license&include[]=is_public&include[]=needs_grading_count&include[]=total_scores&include[]=current_grading_period_scores&include[]=course_image&include[]=settings&include[]=grading_scheme,candroid/7.2.0 (260),
66144d1bef4c63e280dc487c,91e4b8bb-eab1-4dfd-b308-5958211fc0ba,index,Canvas for Android,,,Course,false,tabs,2024-04-08T10:30:32Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.259994,8d897abece1356cea39483e58df66d25,,2024-04-08T10:30:32Z,https://utpl.instructure.com/api/v1/courses/64325/tabs,candroid/7.2.0 (260),
66144d1bef4c63e280dc487d,206e0346-1483-4ab6-8766-776973c679bb,,Canvas for Android,,,Course,false,courses,2024-04-08T10:30:32Z,170000000000044,2024-04-09 02:46:29,,2024-04-08 15:01:26,9.839,75716,64325,,,1,,,0,07b398d5-3601-4fb9-b170-79001c67d678,,2024-04-08T10:30:32Z,https://utpl.instructure.com/courses/64325,candroid/7.2.0 (260),
66144d1bef4c63e280dc487e,db97a8e3-bd1b-40df-98ba-49c97468d8ed,show_front_page,Canvas for Android,,226874450,Course,false,wiki_pages_api,2024-04-08T10:30:31Z,170000000000044,2024-04-09 02:46:29,get,2024-04-08 15:01:26,,75716,64325,,,1,false,177.53.215.235,0.666403,80f9f5b8142e4ea36f8f4bf168b511ad,,2024-04-08T10:30:31Z,https://utpl.instructure.com/api/v1/courses/64325/front_page,candroid/7.2.0 (260),
6614d16eef4c63e280f329ab,23068e25-8fdb-40ac-afa3-5389142e35d0,index,,,228199720,Course,false,assignments,2024-04-09T00:53:36Z,,2024-04-10 08:55:05,get,2024-04-09 00:24:11,,112431,64325,,,1,false,45.173.229.60,0.701091,41e2181e1115437ab12862af7b9bfc58,,2024-04-09T00:53:36Z,https://utpl.instructure.com/courses/64325/assignments,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Mobile Safari/537.36",
6614d16eef4c63e280f329b0,00d0810c-79e7-4771-be40-18c33506a624,show,,,227286443,Course,false,courses,2024-04-09T00:53:26Z,,2024-04-10 08:55:05,get,2024-04-09 00:24:11,,112431,64325,,,1,false,45.173.229.60,1.729006,41e2181e1115437ab12862af7b9bfc58,,2024-04-09T00:53:26Z,https://utpl.instructure.com/courses/64325,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Mobile Safari/537.36",
6614d170ef4c63e280f32add,d04b1658-be1b-46a1-a8ae-c5c39b1e09dc,show,Canvas for Android,,227286516,Course,false,wiki_pages_api,2024-04-08T19:25:31Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.131751,21fa48c620f130e7aa7f2bf8f72c5a14,,2024-04-08T19:25:31Z,https://utpl.instructure.com/api/v1/courses/64325/pages/horario-de-tutorias,candroid/7.2.0 (260),
6614d170ef4c63e280f32ade,9e44733d-4a67-477b-8442-5221e2393e90,index,Canvas for Android,,,Course,false,context_module_items_api,2024-04-08T19:25:31Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.176221,7a46aaa39e89cc0a1d30e6eab32cc9f8,,2024-04-08T19:25:31Z,https://utpl.instructure.com/api/v1/courses/64325/modules/281236/items?include[]=content_details&include[]=mastery_paths&per_page=100,candroid/7.2.0 (260),
6614d170ef4c63e280f32ae2,fb82b488-7017-4499-b753-0b28e5d319b9,item_sequence,Canvas for Android,,,Course,false,context_module_items_api,2024-04-08T19:25:30Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.282869,064670f42fd84bdd13631d3d3c1e1b1f,,2024-04-08T19:25:30Z,https://utpl.instructure.com/api/v1/courses/64325/module_item_sequence?asset_type=Page&asset_id=horario-de-tutorias&per_page=100,candroid/7.2.0 (260),
6614d170ef4c63e280f32ae4,75f280b1-dbd5-4c2e-ae17-6343f5f408f4,enabled_features,Canvas for Android,,,Course,false,feature_flags,2024-04-08T19:25:30Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.412341,dbbfaf04028242146efd6ea6002ccf69,,2024-04-08T19:25:30Z,https://utpl.instructure.com/api/v1/courses/64325/features/enabled,candroid/7.2.0 (260),
6614d170ef4c63e280f32ae5,0ea3f49f-cdf2-4e57-9c50-7828fc44f81f,show,Canvas for Android,,227286443,Course,false,courses,2024-04-08T19:25:29Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.301728,13b1df42c50f8894924d273ca0398f0c,,2024-04-08T19:25:29Z,https://utpl.instructure.com/api/v1/courses/64325?include[]=term&include[]=permissions&include[]=license&include[]=is_public&include[]=needs_grading_count&include[]=course_image&include[]=tabs,candroid/7.2.0 (260),
6614d170ef4c63e280f32ae6,dbdee2f9-75f2-4ecc-97ce-c726b9699d5a,show_front_page,Canvas for Android,,227286265,Course,false,wiki_pages_api,2024-04-08T19:25:23Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.306133,33774f5d8b2f559c1d81c4ded17aef59,,2024-04-08T19:25:23Z,https://utpl.instructure.com/api/v1/courses/64325/front_page,candroid/7.2.0 (260),
6614d170ef4c63e280f32ae7,d0c03db7-aa43-4e6c-b692-347115d2e967,index,Canvas for Android,,,Course,false,tabs,2024-04-08T19:25:21Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.24751,f697e7b3d12b9938853235dd6f30253e,,2024-04-08T19:25:21Z,https://utpl.instructure.com/api/v1/courses/64325/tabs,candroid/7.2.0 (260),
6614d170ef4c63e280f32aea,351d3074-02b8-42dd-a90e-cee860afad76,show_front_page,Canvas for Android,,227286265,Course,false,wiki_pages_api,2024-04-08T19:25:20Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.495899,a8c37bd250d17ef3a86d0f685b305e6f,,2024-04-08T19:25:20Z,https://utpl.instructure.com/api/v1/courses/64325/front_page,candroid/7.2.0 (260),
6614d171ef4c63e280f32b28,e2971273-0c7d-4b0b-b63d-dd226852ccac,show,Canvas for Android,,227286644,Course,false,wiki_pages_api,2024-04-08T15:26:45Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.164718,815c5e8dde719f821a12c21c5df9f7fd,,2024-04-08T15:26:45Z,https://utpl.instructure.com/api/v1/courses/64325/pages/perfil-del-profesor,candroid/7.2.0 (260),
6614d171ef4c63e280f32b2a,d4811e58-8a34-4605-8029-408eab699fa9,index,Canvas for Android,,,Course,false,context_module_items_api,2024-04-08T15:26:44Z,170000000000044,2024-04-09 00:24:11,get,2024-04-09 00:24:11,,112431,64325,,,1,false,190.63.116.123,0.167201,e6cc5cada2bcaa0b1116ca31c1fb352d,,2024-04-08T15:26:44Z,https://utpl.instructure.com/api/v1/courses/64325/modules/281236/items?include[]=content_details&include[]=mastery_paths&per_page=100,candroid/7.2.0 (260),
